,tau-brain,gini-brain,RNA tissue specificity,RNA tissue distribution
ENSG00000164082,0.917287630402384,0.6396636753173255,Tissue enriched,Detected in some
ENSG00000102468,0.9413287316652289,0.6230997404523546,Tissue enriched,Detected in many
ENSG00000164270,0.9335205144461552,0.7882425524413892,Group enriched,Detected in some
ENSG00000074706,0.8662757119374473,0.5846404261615865,Group enriched,Detected in many
ENSG00000120049,0.9347863166871979,0.7066808504262623,Group enriched,Detected in many
ENSG00000180332,0.951828499369483,0.7613047235023038,Tissue enriched,Detected in some
ENSG00000203908,0.8996319839411178,0.6585174230520385,Group enriched,Detected in some
ENSG00000169783,0.9366461748633879,0.6748586427732663,Tissue enriched,Detected in many
ENSG00000156564,0.9414519906323189,0.6575182101977106,Tissue enriched,Detected in some
ENSG00000204950,0.9404945204238746,0.6854068827469395,Group enriched,Detected in many
ENSG00000146006,0.9140706255262243,0.6433813196764828,Tissue enriched,Detected in many
ENSG00000176956,0.9127373105740518,0.757152875175316,Tissue enriched,Detected in many
ENSG00000166963,0.9031109563896452,0.6214217159542015,Tissue enriched,Detected in many
ENSG00000180834,0.8793156334139939,0.7029884024959498,Group enriched,Detected in many
ENSG00000125814,0.9196440449969701,0.5851967766578772,Tissue enriched,Detected in many
ENSG00000277586,0.9731270358306189,0.7959908440368366,Tissue enriched,Detected in many
ENSG00000162992,0.9843948583471419,0.8582445385101931,Tissue enriched,Detected in some
ENSG00000165066,0.977720484506495,0.8443700547778457,Group enriched,Detected in some
ENSG00000053438,0.9476919105162299,0.7710162292704987,Group enriched,Detected in many
ENSG00000221890,0.9299937633642197,0.673756122712039,Tissue enriched,Detected in many
ENSG00000183715,0.9365616478859359,0.7067967609186245,Tissue enriched,Detected in many
ENSG00000067840,0.9118737979668466,0.6491785323110624,Tissue enriched,Detected in many
ENSG00000087495,0.8901843897022296,0.6905608377088479,Tissue enriched,Detected in many
ENSG00000129951,0.9084153005464483,0.7332179704845239,Group enriched,Detected in some
ENSG00000106341,0.9571673014295963,0.8220695667859184,Group enriched,Detected in some
ENSG00000204314,0.8869610306728889,0.6119538744470399,Tissue enriched,Detected in many
ENSG00000105649,0.9245644375205455,0.6495016944897705,Tissue enriched,Detected in many
ENSG00000152932,0.9016393442622951,0.7020649827918102,Group enriched,Detected in many
ENSG00000136237,0.9619496895277522,0.6849525063481614,Group enriched,Detected in many
ENSG00000185272,0.9542287967272406,0.6218484163243958,Group enriched,Detected in many
ENSG00000128253,0.944074074074074,0.780200860832138,Group enriched,Detected in some
ENSG00000111783,0.93758865248227,0.7198764503755033,Group enriched,Detected in many
ENSG00000117016,0.9187201429700662,0.5959115570588638,Tissue enriched,Detected in many
ENSG00000179673,0.9522161505768058,0.7182378612628557,Tissue enriched,Detected in some
ENSG00000186907,0.9199940791177889,0.6781066187852147,Group enriched,Detected in many
ENSG00000167100,0.9101582074593745,0.5763737935831665,Tissue enriched,Detected in many
ENSG00000188322,0.9140586189766512,0.623564568326548,Group enriched,Detected in many
ENSG00000164402,0.886652923660875,0.5776010522176569,Tissue enriched,Detected in all
ENSG00000189410,0.9213114754098359,0.7494794786229717,Group enriched,Detected in some
ENSG00000188779,0.954411493829435,0.5822988064995449,Tissue enriched,Detected in some
ENSG00000157103,0.9109419724173826,0.6821854291456888,Group enriched,Detected in many
ENSG00000198944,0.9197667087011349,0.7315002894279854,Group enriched,Detected in many
ENSG00000005513,0.9254085730884843,0.7289767333560213,Tissue enriched,Detected in many
ENSG00000177679,0.9702794312169316,0.7917447833310469,Tissue enriched,Detected in some
ENSG00000106089,0.937807238027449,0.6905718433571029,Group enriched,Detected in many
ENSG00000145934,0.9621026083493727,0.7887057338906855,Group enriched,Detected in some
ENSG00000139364,0.9668393782383422,0.7730764820548108,Tissue enriched,Detected in some
ENSG00000281106,0.9720116618075803,0.8408780297325189,Group enriched,Detected in some
ENSG00000119283,0.9577641165755929,0.7830566865017228,Tissue enriched,Detected in some
ENSG00000130477,0.930598834846227,0.6793487258510242,Group enriched,Detected in many
ENSG00000137766,0.9231921444620124,0.7493663594470046,Group enriched,Detected in some
ENSG00000128564,0.9257327372081467,0.7617174841655621,Group enriched,Detected in many
ENSG00000188730,0.9237222757955639,0.6867006814138497,Group enriched,Detected in some
ENSG00000250067,0.9336031277865422,0.6934414838175162,Tissue enriched,Detected in many
ENSG00000265763,0.9123977873977873,0.7858328832343116,Group enriched,Detected in some
ENSG00000284479,0.8838365243004412,0.5252554463080781,Group enriched,Detected in some
ENSG00000077080,0.9400661753647165,0.7034800572064199,Tissue enriched,Detected in many
ENSG00000179841,0.9422665716322168,0.664027149321267,Tissue enriched,Detected in many
ENSG00000151320,0.8197418904778515,0.6162961013399852,Group enriched,Detected in many
ENSG00000235710,0.9933554817275747,0.9621212121212124,Tissue enriched,Detected in single
ENSG00000134817,0.8942648645870805,0.6906164527666732,Group enriched,Detected in many
ENSG00000172379,0.9143375436710561,0.6385249208944765,Tissue enriched,Detected in many
ENSG00000172995,0.9650369940519361,0.7992177314211215,Group enriched,Detected in many
ENSG00000018625,0.9514468901778728,0.7125304541157991,Group enriched,Detected in all
ENSG00000105409,0.9264310669174957,0.755374336489276,Group enriched,Detected in many
ENSG00000132932,0.8986264953478069,0.6866428796815451,Group enriched,Detected in many
ENSG00000172318,0.9073239436619717,0.7735294117647058,Group enriched,Detected in some
ENSG00000180828,0.9251882308965667,0.6980055903905722,Tissue enriched,Detected in many
ENSG00000078725,0.9292640390652251,0.6826622588393298,Tissue enriched,Detected in many
ENSG00000154493,0.8618494349832884,0.7203802752953947,Group enriched,Detected in many
ENSG00000203963,0.9529236433768739,0.8441008732846196,Group enriched,Detected in some
ENSG00000144119,0.8928039173940808,0.6639854408046459,Tissue enriched,Detected in some
ENSG00000172247,0.9084916298031052,0.6501270615081425,Tissue enriched,Detected in many
ENSG00000196421,0.9500747943156321,0.8054688445251059,Group enriched,Detected in some
ENSG00000075429,0.8945603576751122,0.649600473512874,Group enriched,Detected in some
ENSG00000175161,0.8771891622857497,0.6397585150477565,Tissue enriched,Detected in many
ENSG00000175868,0.951261034047919,0.7257127689473195,Group enriched,Detected in many
ENSG00000151838,0.9548461317227493,0.7216862626871676,Group enriched,Detected in some
ENSG00000267909,0.9555035128805619,0.7177667493796527,Tissue enriched,Detected in some
ENSG00000187094,0.9425453793246109,0.8152465287190145,Group enriched,Detected in many
ENSG00000184258,0.9702135231316728,0.8636140660696014,Tissue enriched,Detected in some
ENSG00000101489,0.9212355578752579,0.7147964066558898,Tissue enriched,Detected in many
ENSG00000183196,0.792107935586827,0.6356361891249009,Group enriched,Detected in many
ENSG00000159212,0.9508967270905972,0.7606641366223907,Group enriched,Detected in many
ENSG00000183117,0.9126424006668515,0.6776353300965843,Group enriched,Detected in many
ENSG00000169862,0.9241665379608589,0.6766784997684827,Tissue enriched,Detected in many
ENSG00000168329,0.8810290912536721,0.6209197556652026,Group enriched,Detected in many
ENSG00000126733,0.9257015837732698,0.7079577798861478,Group enriched,Detected in many
ENSG00000164488,0.9741534043316985,0.7164854244722654,Group enriched,Detected in many
ENSG00000109832,0.9612123997752925,0.6861145527011092,Group enriched,Detected in many
ENSG00000136267,0.931730225681611,0.6682654870189042,Tissue enriched,Detected in many
ENSG00000187957,0.8948664665589164,0.7005097141923218,Group enriched,Detected in many
ENSG00000169676,0.9258535118062861,0.768245632836781,Group enriched,Detected in some
ENSG00000134769,0.8508088768255633,0.6302129807388979,Group enriched,Detected in many
ENSG00000159784,0.9139257248268423,0.6878068022440396,Tissue enriched,Detected in many
ENSG00000114279,0.952097364488815,0.7297287019632981,Group enriched,Detected in many
ENSG00000102466,0.9429762577727526,0.6988885094228323,Group enriched,Detected in many
ENSG00000158815,0.9620279683653694,0.6703337684132016,Tissue enriched,Detected in some
ENSG00000174721,0.8937609422250519,0.45030457809131086,Tissue enriched,Detected in many
ENSG00000176165,0.9360959319975718,0.7412342215988774,Tissue enriched,Detected in some
ENSG00000105255,0.8871620183095593,0.6204761651697932,Group enriched,Detected in many
ENSG00000011677,0.9321932356625453,0.6817802445436714,Tissue enriched,Detected in some
ENSG00000113327,0.9195642337544814,0.6618816817791797,Tissue enriched,Detected in many
ENSG00000128683,0.936555248030658,0.705062980030722,Tissue enriched,Detected in many
ENSG00000128242,0.8438910150225624,0.6508972441785943,Group enriched,Detected in many
ENSG00000130035,0.9055895714003555,0.6446581565177392,Group enriched,Detected in many
ENSG00000087258,0.9005997600959615,0.6306095170201391,Tissue enriched,Detected in many
ENSG00000180269,0.9714285714285714,0.9373317954632836,Group enriched,Detected in some
ENSG00000173302,0.9497142857142856,0.8850629682767421,Group enriched,Detected in some
ENSG00000155511,0.9195599326809201,0.7540880633740672,Tissue enriched,Detected in many
ENSG00000215045,0.938941372603501,0.5999855345002167,Tissue enriched,Detected in many
ENSG00000099822,0.8912267114151714,0.6955555062708612,Group enriched,Detected in many
ENSG00000111262,0.9225902999795927,0.6997239701513482,Tissue enriched,Detected in some
ENSG00000166006,0.9472740166020103,0.7243853057410401,Tissue enriched,Detected in some
ENSG00000184408,0.9456742850305137,0.6972417808343796,Tissue enriched,Detected in many
ENSG00000115474,0.9670265606417457,0.8492007862617519,Group enriched,Detected in some
ENSG00000186795,0.9729411764705881,0.9421568627450982,Group enriched,Detected in some
ENSG00000182450,0.9019059043049453,0.6877652183709493,Tissue enriched,Detected in some
ENSG00000179796,0.8654660201647042,0.6718839959862482,Group enriched,Detected in many
ENSG00000148948,0.8967993754878995,0.6327241079199311,Tissue enriched,Detected in many
ENSG00000162951,0.8951813214108291,0.6616869381279749,Group enriched,Detected in many
ENSG00000008735,0.9373428542693353,0.6569126378286683,Tissue enriched,Detected in many
ENSG00000157890,0.927623187036425,0.6846555305670479,Group enriched,Detected in many
ENSG00000133816,0.9419004074670707,0.5501490056883753,Tissue enriched,Detected in many
ENSG00000251349,0.9428037383177569,0.6961496462991978,Tissue enriched,Detected in many
ENSG00000138653,0.9830379986733633,0.8281250000000002,Tissue enriched,Detected in some
ENSG00000171786,0.9333636915604124,0.5847437636374357,Group enriched,Detected in some
ENSG00000204640,0.965,0.9380570409982179,Group enriched,Detected in some
ENSG00000089250,0.9575034999774196,0.6384326142885413,Group enriched,Detected in some
ENSG00000125522,0.9807266282676115,0.7404327790022041,Tissue enriched,Detected in some
ENSG00000148734,0.9545774813283857,0.5958427296793805,Tissue enriched,Detected in many
ENSG00000122585,0.9556677329068375,0.7960507102084164,Group enriched,Detected in many
ENSG00000112333,0.9168248490077655,0.7104880639570641,Tissue enriched,Detected in some
ENSG00000165802,0.8881028501462485,0.5002993192624774,Tissue enriched,Detected in all
ENSG00000144460,0.8869859877278141,0.646839257585097,Group enriched,Detected in many
ENSG00000130558,0.9410555527005502,0.6697003036570874,Tissue enriched,Detected in many
ENSG00000178586,0.9775384615384615,0.9215686274509804,Group enriched,Detected in some
ENSG00000184388,0.9324590163934424,0.8155981493721085,Group enriched,Detected in some
ENSG00000101349,0.9400530216956121,0.6865983859536817,Tissue enriched,Detected in many
ENSG00000184226,0.9033135681897454,0.6568127997452788,Group enriched,Detected in many
ENSG00000254221,0.9150290194481216,0.5439720678537294,Group enriched,Detected in many
ENSG00000185988,0.9640064134027029,0.6909089077391146,Tissue enriched,Detected in many
ENSG00000148123,0.9247179050457743,0.7262559369521899,Group enriched,Detected in many
ENSG00000117600,0.9305724364865268,0.6851133767897934,Tissue enriched,Detected in many
ENSG00000117598,0.9276396968094487,0.6608738828202576,Group enriched,Detected in some
ENSG00000225110,0.9708758503401359,0.9251409065650549,Group enriched,Detected in some
ENSG00000185668,0.952882072977261,0.641763584110016,Group enriched,Detected in some
ENSG00000139220,0.9146734748723462,0.6267205011292454,Tissue enriched,Detected in many
ENSG00000175175,0.9231978441500112,0.6815157403808778,Group enriched,Detected in many
ENSG00000188191,0.8953055141579725,0.523654172652475,Tissue enriched,Detected in all
ENSG00000176381,0.8870827019332318,0.7354747067448684,Tissue enriched,Detected in many
ENSG00000161992,0.9942895640178373,0.9617257362236058,Tissue enriched,Detected in some
ENSG00000106278,0.9306089587873573,0.7447750287086332,Tissue enriched,Detected in many
ENSG00000146090,0.9186909177934667,0.6578926574877033,Group enriched,Detected in many
ENSG00000107014,0.9688524590163928,0.6846243300637069,Tissue enriched,Detected in some
ENSG00000108309,0.9352051835853135,0.7216845096577242,Tissue enriched,Detected in many
ENSG00000171951,0.9287809688154814,0.7875088496378451,Group enriched,Detected in many
ENSG00000151967,0.8690265927013111,0.6509768900699182,Group enriched,Detected in many
ENSG00000149575,0.868675232609659,0.6621611161638641,Group enriched,Detected in many
ENSG00000166257,0.9495371126087259,0.6651945947770515,Tissue enriched,Detected in many
ENSG00000163536,0.9027834699453554,0.611131044447569,Tissue enriched,Detected in many
ENSG00000107295,0.944242543946277,0.7392289148115117,Tissue enriched,Detected in many
ENSG00000169247,0.8937745773964562,0.7114172858083332,Group enriched,Detected in many
ENSG00000124140,0.9169415825001268,0.6698919243717538,Tissue enriched,Detected in many
ENSG00000115194,0.9479408236705319,0.799216159179982,Group enriched,Detected in some
ENSG00000151812,0.9729369269241455,0.801171520501609,Group enriched,Detected in some
ENSG00000105641,0.9707961126926475,0.879665960623633,Group enriched,Detected in some
ENSG00000132164,0.8883030571555164,0.7280492295332566,Group enriched,Detected in many
ENSG00000187122,0.9515227768937571,0.7073128093774728,Tissue enriched,Detected in some
ENSG00000268182,0.916053201360965,0.6410047333041646,Tissue enriched,Detected in many
ENSG00000137098,0.9065022309119166,0.5651342123852132,Group enriched,Detected in many
ENSG00000136854,0.9030419229482461,0.5997220584519503,Tissue enriched,Detected in many
ENSG00000185518,0.922075513685928,0.673670924612789,Tissue enriched,Detected in many
